Région,Annee,Month,Date,Day,Eolien_sum(MW),Vitesse_vent_mean(m/s),Solaire_sum(MW),Rayonnement_solaire_mean(W/m2),Consommation-sum(MW),TMin (°C),TMax (°C),TMoy (°C)
Normandie,2019,3,18,Monday,1330.0,9.26,135.0,150.06624999999997,29806.0,3.96,10.34,7.15
Normandie,2019,3,19,Tuesday,149.0,8.7525,115.0,134.51375000000002,30067.0,3.36,11.52,7.44
Normandie,2019,3,20,Wednesday,204.0,8.29875,166.0,138.88625,29069.0,2.96,13.78,8.37
Normandie,2019,3,21,Thursday,116.0,7.748749999999999,116.0,154.17374999999998,29073.0,5.46,13.16,9.31
Normandie,2019,3,22,Friday,162.0,6.936249999999999,204.0,188.1625,27934.0,5.3,15.64,10.47
Normandie,2019,3,23,Saturday,307.0,6.098750000000001,142.0,142.51,26016.0,3.44,12.14,7.79
Normandie,2019,3,24,Sunday,816.0,5.5337499999999995,175.0,161.93125,24398.0,6.98,11.74,9.36
Normandie,2019,3,25,Monday,2126.0,5.17375,246.0,175.13,27876.0,3.7,10.94,7.32
Normandie,2019,3,26,Tuesday,459.0,5.29625,255.0,177.63375000000002,28500.0,0.34,12.42,6.38
Normandie,2019,3,27,Wednesday,343.0,5.15125,176.0,172.99875,28353.0,1.92,12.48,7.2
Normandie,2019,3,28,Thursday,475.0,5.53875,128.0,177.29625,28260.0,4.74,11.74,8.24
Normandie,2019,3,29,Friday,622.0,5.699999999999999,270.0,197.04749999999996,26950.0,3.28,16.04,9.66
Normandie,2019,3,30,Saturday,292.0,5.83,260.0,198.55625,23353.0,4.34,19.2,11.77
Normandie,2019,3,31,Sunday,1244.0,5.619999999999999,260.0,191.92,21969.0,4.3,17.06,10.68
Normandie,2019,4,1,Monday,878.0,6.699999999999999,241.0,224.71,25225.0,6.0,16.3,11.15
Normandie,2019,4,2,Tuesday,1631.0,6.333749999999999,91.0,113.10125,26834.0,4.54,11.98,8.26
Normandie,2019,4,3,Wednesday,743.0,6.686250000000001,127.0,170.8275,29807.0,0.74,7.86,4.3
Normandie,2019,4,4,Thursday,2411.0,6.25375,183.0,162.8425,30259.0,-1.1,10.88,4.89
Normandie,2019,4,5,Friday,2431.0,6.2612499999999995,114.0,129.3375,29126.0,4.36,11.94,8.15
Normandie,2019,4,6,Saturday,1684.0,6.22625,174.0,163.29874999999998,25380.0,4.14,14.82,9.48
Normandie,2019,4,7,Sunday,538.0,5.9975,172.0,177.74,23412.0,4.76,15.24,10.0
Normandie,2019,4,8,Monday,292.0,6.04125,207.0,194.23749999999998,26123.0,2.5,16.52,9.51
Normandie,2019,4,9,Tuesday,347.0,6.44,106.0,181.4775,26748.0,5.64,13.62,9.63
Normandie,2019,4,10,Wednesday,1611.0,6.57125,62.0,148.6125,27225.0,7.4,10.7,9.05
Normandie,2019,4,11,Thursday,1376.0,6.242500000000001,262.0,225.39124999999999,28000.0,2.72,11.62,7.17
Normandie,2019,4,12,Friday,1068.0,6.34375,267.0,196.04375,27949.0,0.82,11.3,6.06
Normandie,2019,4,13,Saturday,1175.0,6.36625,283.0,206.81125,26301.0,0.42,9.78,5.1
Normandie,2019,4,14,Sunday,883.0,6.33375,245.0,192.4575,25805.0,-0.46,10.02,4.78
Normandie,2019,4,15,Monday,2151.0,6.31875,235.0,219.035,27414.0,1.28,15.52,8.4
Normandie,2019,4,16,Tuesday,568.0,6.570000000000001,108.0,134.30125,26886.0,7.92,13.24,10.58
Normandie,2019,4,17,Wednesday,556.0,6.441250000000001,256.0,217.27125,25767.0,2.88,17.86,10.37
Normandie,2019,4,18,Thursday,1231.0,6.619999999999999,236.0,216.32500000000002,23962.0,8.42,21.14,14.78
Normandie,2019,4,19,Friday,793.0,6.706250000000001,261.0,244.1675,22880.0,8.0,22.32,15.16
Normandie,2019,4,20,Saturday,884.0,6.4025,281.0,248.05250000000004,20340.0,9.1,22.12,15.61
Normandie,2019,4,21,Sunday,542.0,6.9,260.0,267.985,19203.0,8.42,22.22,15.32
Normandie,2019,4,22,Monday,471.0,6.994999999999999,192.0,223.91750000000002,19444.0,9.08,22.22,15.65
Normandie,2019,4,23,Tuesday,407.0,7.496249999999999,105.0,189.96875,22613.0,10.74,19.62,15.18
Normandie,2019,4,24,Wednesday,1500.0,7.683749999999999,112.0,181.99999999999997,23421.0,9.8,14.32,12.06
Normandie,2019,4,25,Thursday,2238.0,7.96875,144.0,191.68375,24601.0,8.04,14.28,11.16
Normandie,2019,4,26,Friday,1429.0,7.655,184.0,185.86875,24739.0,5.84,16.1,10.97
Normandie,2019,4,27,Saturday,4615.0,7.225,225.0,194.26875,22455.0,6.42,12.62,9.52
Normandie,2019,4,28,Sunday,2263.0,7.2125,149.0,161.26125,22840.0,5.5,12.22,8.86
Normandie,2019,4,29,Monday,182.0,6.80375,202.0,165.55624999999998,25611.0,3.68,15.76,9.72
Normandie,2019,4,30,Tuesday,349.0,7.155,277.0,228.42999999999998,24744.0,3.76,16.78,10.27
Normandie,2019,5,1,Wednesday,842.0,5.932499999999999,210.0,159.61999999999998,22006.0,5.06,15.72,10.39
Normandie,2019,5,2,Thursday,1145.0,6.23875,180.0,210.51874999999998,24621.0,8.12,14.62,11.37
Normandie,2019,5,3,Friday,461.0,6.365,211.0,230.14249999999998,25002.0,6.82,14.48,10.65
Normandie,2019,5,4,Saturday,2781.0,6.1075,182.0,226.195,23929.0,3.6,10.58,7.09
Normandie,2019,5,5,Sunday,1519.0,6.653750000000001,233.0,269.70124999999996,23517.0,4.0,11.7,7.85
Normandie,2019,5,6,Monday,368.0,6.495,250.0,221.13875,26826.0,0.02,12.82,6.42
Normandie,2019,5,7,Tuesday,710.0,6.78625,228.0,196.4675,25809.0,4.4,15.54,9.97
Normandie,2019,5,8,Wednesday,3132.0,7.04875,225.0,189.165,22299.0,8.72,16.56,12.64
Normandie,2019,5,9,Thursday,2507.0,7.138750000000001,146.0,216.08125,25001.0,8.94,13.86,11.4
Normandie,2019,5,10,Friday,439.0,6.7212499999999995,128.0,166.535,25851.0,4.32,14.74,9.53
Normandie,2019,5,11,Saturday,1183.0,7.081249999999999,239.0,241.10875,22559.0,8.78,14.76,11.77
Normandie,2019,5,12,Sunday,966.0,7.342500000000001,329.0,296.74375,21307.0,4.0,15.4,9.7
Normandie,2019,5,13,Monday,1753.0,7.1175,341.0,314.5575,24123.0,4.42,15.92,10.17
Normandie,2019,5,14,Tuesday,1980.0,6.991249999999999,341.0,310.44374999999997,23684.0,6.42,17.04,11.73
Normandie,2019,5,15,Wednesday,1154.0,6.578750000000001,337.0,309.95124999999996,23380.0,6.28,17.82,12.05
Normandie,2019,5,16,Thursday,1116.0,6.123749999999999,300.0,294.83125,23217.0,5.82,17.18,11.5
Normandie,2019,5,17,Friday,330.0,6.04375,182.0,213.93,23081.0,7.78,16.22,12.0
Normandie,2019,5,18,Saturday,171.0,5.89,128.0,206.56875,21111.0,9.08,15.4,12.24
Normandie,2019,5,19,Sunday,293.0,5.925000000000001,114.0,209.52625000000003,20360.0,10.3,14.78,12.54
Normandie,2019,5,20,Monday,451.0,5.90875,216.0,240.18499999999997,22982.0,10.14,17.6,13.87
Normandie,2019,5,21,Tuesday,354.0,5.6825,277.0,270.01125,22911.0,7.46,19.1,13.28
Normandie,2019,5,22,Wednesday,202.0,5.72875,285.0,268.90374999999995,22849.0,6.16,19.94,13.05
Normandie,2019,5,23,Thursday,517.0,5.61625,247.0,234.4125,22330.0,8.28,22.18,15.23
Normandie,2019,5,24,Friday,461.0,5.741249999999999,283.0,250.97875000000002,21804.0,8.68,18.96,13.82
Normandie,2019,5,25,Saturday,527.0,5.825,256.0,255.66125,19662.0,9.76,19.92,14.84
Normandie,2019,5,26,Sunday,1244.0,5.846249999999999,138.0,195.00999999999996,18921.0,10.6,17.2,13.9
Normandie,2019,5,27,Monday,1429.0,5.99875,287.0,213.37250000000003,21905.0,11.96,18.44,15.2
Normandie,2019,5,28,Tuesday,1676.0,5.873750000000001,258.0,254.64874999999998,22391.0,9.94,16.04,12.99
Normandie,2019,5,29,Wednesday,721.0,5.96,187.0,260.61499999999995,23004.0,6.98,16.78,11.88
Normandie,2019,5,30,Thursday,1017.0,5.9437500000000005,172.0,204.26375,20020.0,13.04,19.36,16.2
Normandie,2019,5,31,Friday,133.0,6.148750000000001,299.0,244.63625,20438.0,10.7,23.34,17.02
Normandie,2019,6,1,Saturday,273.0,5.37625,364.0,329.92499999999995,19234.0,10.18,27.88,19.03
Normandie,2019,6,2,Sunday,1228.0,5.637500000000001,283.0,265.43625,17919.0,13.58,27.72,20.65
Normandie,2019,6,3,Monday,310.0,5.885,252.0,243.91375,21213.0,12.76,20.26,16.51
Normandie,2019,6,4,Tuesday,1161.0,6.241250000000001,155.0,207.0925,21817.0,11.2,21.64,16.42
Normandie,2019,6,5,Wednesday,367.0,6.258750000000001,134.0,136.54125,21904.0,10.72,15.26,12.99
Normandie,2019,6,6,Thursday,523.0,6.697500000000001,289.0,270.1825,22054.0,7.98,18.98,13.48
Normandie,2019,6,7,Friday,3973.0,6.848749999999999,112.0,158.36124999999998,21991.0,11.4,16.1,13.75
Normandie,2019,6,8,Saturday,3440.0,6.325,242.0,260.36375000000004,19775.0,10.5,17.98,14.24
Normandie,2019,6,9,Sunday,190.0,6.08375,159.0,195.64875,19095.0,8.6,18.18,13.39
Normandie,2019,6,10,Monday,588.0,5.95125,158.0,210.9,20109.0,10.52,14.74,12.63
Normandie,2019,6,11,Tuesday,471.0,6.44875,237.0,242.3475,22748.0,6.4,17.54,11.97
Normandie,2019,6,12,Wednesday,296.0,6.232499999999999,206.0,217.075,22829.0,8.78,16.92,12.85
Normandie,2019,6,13,Thursday,1706.0,6.2925,220.0,215.29250000000002,22856.0,9.58,18.28,13.93
Normandie,2019,6,14,Friday,613.0,6.3012500000000005,297.0,275.83375,22351.0,8.24,20.92,14.58
Normandie,2019,6,15,Saturday,1346.0,5.945,220.0,226.43124999999998,19343.0,9.62,18.96,14.29
Normandie,2019,6,16,Sunday,1057.0,5.71625,229.0,246.99999999999997,18418.0,12.4,20.76,16.58
Normandie,2019,6,17,Monday,269.0,5.44625,334.0,308.91,21617.0,9.42,23.78,16.6
Normandie,2019,6,18,Tuesday,699.0,5.351250000000001,226.0,231.13625000000002,21840.0,12.18,24.32,18.25
Normandie,2019,6,19,Wednesday,666.0,5.69125,189.0,250.2525,22033.0,14.88,22.16,18.52
Normandie,2019,6,20,Thursday,961.0,5.475,272.0,263.55625000000003,21863.0,12.18,19.36,15.77
Normandie,2019,6,21,Friday,395.0,5.58,290.0,288.60249999999996,21594.0,8.78,19.86,14.32
Normandie,2019,6,22,Saturday,500.0,5.735000000000001,355.0,316.91249999999997,19200.0,8.3,22.34,15.32
Normandie,2019,6,23,Sunday,1045.0,5.680000000000001,222.0,243.97374999999997,18236.0,13.28,26.4,19.84
Normandie,2019,6,24,Monday,780.0,6.1025,110.0,174.05,21633.0,17.1,22.46,19.78
Normandie,2019,6,25,Tuesday,554.0,6.1975,261.0,238.31125000000003,21941.0,14.82,25.66,20.24
Normandie,2019,6,26,Wednesday,2036.0,6.709999999999999,301.0,282.45375,22207.0,16.1,27.44,21.77
Normandie,2019,6,27,Thursday,2954.0,6.64875,321.0,317.15749999999997,22256.0,16.52,27.56,22.04
Normandie,2019,6,28,Friday,1690.0,6.5375,323.0,319.37125,21860.0,16.74,30.38,23.56
Normandie,2019,6,29,Saturday,1113.0,6.215,326.0,329.57,19578.0,16.34,34.9,25.62
Normandie,2019,6,30,Sunday,924.0,6.61875,268.0,318.17,18113.0,15.02,22.98,19.0
Normandie,2019,7,1,Monday,748.0,6.217500000000001,259.0,302.40749999999997,20950.0,11.86,21.1,16.48
Normandie,2019,7,2,Tuesday,699.0,5.8012500000000005,319.0,306.1925,21401.0,9.42,22.54,15.98
Normandie,2019,7,3,Wednesday,2074.0,5.94875,343.0,340.37,21272.0,11.24,22.7,16.97
Normandie,2019,7,4,Thursday,1027.0,5.39625,337.0,344.97125,21440.0,11.9,24.6,18.25
Normandie,2019,7,5,Friday,231.0,5.2275,329.0,342.03499999999997,21475.0,11.22,28.3,19.76
Normandie,2019,7,6,Saturday,180.0,5.08625,312.0,304.71625,19305.0,13.62,27.3,20.46
Normandie,2019,7,7,Sunday,353.0,5.41125,272.0,286.5975,18201.0,12.6,24.56,18.58
Normandie,2019,7,8,Monday,891.0,5.4712499999999995,328.0,321.3925,21184.0,12.38,23.08,17.73
Normandie,2019,7,9,Tuesday,599.0,5.37375,334.0,324.67875,21485.0,10.26,24.0,17.13
Normandie,2019,7,10,Wednesday,112.0,5.347499999999999,296.0,298.31125000000003,21722.0,10.66,26.4,18.53
Normandie,2019,7,11,Thursday,276.0,5.275,261.0,247.43875,21802.0,15.96,26.66,21.31
Normandie,2019,7,12,Friday,902.0,5.422499999999999,211.0,272.78625,21286.0,13.56,24.08,18.82
Normandie,2019,7,13,Saturday,615.0,5.35375,261.0,298.3875,18893.0,12.42,23.98,18.2
Normandie,2019,7,14,Sunday,1456.0,5.218750000000001,223.0,286.63875,17793.0,12.66,21.74,17.2
Normandie,2019,7,15,Monday,703.0,5.09125,279.0,300.66625,21088.0,10.9,21.68,16.29
Normandie,2019,7,16,Tuesday,258.0,5.242500000000001,304.0,312.8125,21459.0,9.42,24.86,17.14
Normandie,2019,7,17,Wednesday,214.0,5.17875,284.0,264.63624999999996,21448.0,10.28,25.38,17.83
Normandie,2019,7,18,Thursday,736.0,5.390000000000001,146.0,212.18624999999997,21398.0,13.0,21.78,17.39
Normandie,2019,7,19,Friday,634.0,5.3275,235.0,234.75875,21294.0,12.78,25.54,19.16
Normandie,2019,7,20,Saturday,1621.0,5.11875,233.0,230.6,19103.0,16.94,24.18,20.56
Normandie,2019,7,21,Sunday,371.0,5.02375,266.0,268.71999999999997,18075.0,11.6,25.54,18.57
Normandie,2019,7,22,Monday,224.0,5.045,311.0,302.52374999999995,21441.0,12.62,28.54,20.58
Normandie,2019,7,23,Tuesday,1138.0,5.245,314.0,305.72375000000005,21871.0,15.9,36.48,26.19
Normandie,2019,7,24,Wednesday,970.0,5.342499999999999,288.0,288.06125000000003,21932.0,19.22,32.86,26.04
Normandie,2019,7,25,Thursday,1159.0,5.361250000000001,247.0,260.9575,21945.0,19.2,38.72,28.96
Normandie,2019,7,26,Friday,658.0,5.605,116.0,186.24625,21030.0,18.16,24.28,21.22
Normandie,2019,7,27,Saturday,984.0,5.81,225.0,217.51375000000002,18405.0,15.46,22.42,18.94
Normandie,2019,7,28,Sunday,1495.0,6.01,269.0,272.0125,17368.0,13.72,22.9,18.31
Normandie,2019,7,29,Monday,1038.0,6.0925,306.0,292.2825,20121.0,10.04,27.74,18.89
Normandie,2019,7,30,Tuesday,3707.0,5.9275,162.0,231.285,20359.0,15.52,22.78,19.15
Normandie,2019,7,31,Wednesday,1547.0,5.85125,195.0,239.54125000000002,20249.0,13.22,23.4,18.31
Normandie,2019,8,1,Thursday,281.0,5.485,249.0,274.86499999999995,20154.0,13.8,23.82,18.81
Normandie,2019,8,2,Friday,309.0,5.3950000000000005,323.0,277.8275,19896.0,12.52,25.12,18.82
Normandie,2019,8,3,Saturday,471.0,5.4937499999999995,254.0,212.07125000000002,18053.0,13.06,25.36,19.21
Normandie,2019,8,4,Sunday,849.0,5.8,222.0,215.46625,17180.0,14.88,28.1,21.49
Normandie,2019,8,5,Monday,843.0,6.2212499999999995,174.0,200.74874999999997,19115.0,14.2,24.14,19.17
Normandie,2019,8,6,Tuesday,439.0,6.275,155.0,160.25,19407.0,14.46,21.96,18.21
Normandie,2019,8,7,Wednesday,840.0,6.4825,279.0,240.28625,19167.0,14.28,24.68,19.48
Normandie,2019,8,8,Thursday,265.0,6.8225,240.0,207.57625,19414.0,13.7,27.74,20.72
Normandie,2019,8,9,Friday,3308.0,7.0337499999999995,191.0,203.57125,19235.0,17.98,24.74,21.36
Normandie,2019,8,10,Saturday,4307.0,6.956250000000001,253.0,221.37,17305.0,16.96,24.16,20.56
Normandie,2019,8,11,Sunday,1169.0,7.17,208.0,214.0875,16684.0,12.36,22.54,17.45
Normandie,2019,8,12,Monday,1111.0,7.24625,223.0,210.17749999999998,18484.0,10.18,20.28,15.23
Normandie,2019,8,13,Tuesday,922.0,7.9825,181.0,196.15,18999.0,9.34,19.16,14.25
Normandie,2019,8,14,Wednesday,1816.0,8.02,160.0,127.29374999999999,18920.0,10.48,21.74,16.11
Normandie,2019,8,15,Thursday,2946.0,8.0525,198.0,213.77375000000004,17105.0,15.18,21.9,18.54
Normandie,2019,8,16,Friday,1776.0,7.7325,199.0,177.21125,18432.0,11.76,22.04,16.9
Normandie,2019,8,17,Saturday,1654.0,7.49375,74.0,115.37499999999999,17746.0,16.64,20.04,18.34
Normandie,2019,8,18,Sunday,1319.0,7.196250000000001,225.0,193.75125,17043.0,13.7,21.46,17.58
Normandie,2019,8,19,Monday,1524.0,6.446249999999999,259.0,207.1175,19112.0,11.1,21.66,16.38
Normandie,2019,8,20,Tuesday,561.0,6.38125,293.0,232.79874999999998,19536.0,10.34,21.12,15.73
Normandie,2019,8,21,Wednesday,148.0,6.049999999999999,315.0,233.8575,19752.0,7.88,23.28,15.58
Normandie,2019,8,22,Thursday,211.0,6.0737499999999995,326.0,243.53250000000003,19860.0,9.58,24.68,17.13
Normandie,2019,8,23,Friday,397.0,5.76875,323.0,245.35375000000002,19780.0,10.48,26.6,18.54
Normandie,2019,8,24,Saturday,438.0,5.295,314.0,232.77875,18277.0,11.92,30.8,21.36
Normandie,2019,8,25,Sunday,437.0,4.98375,313.0,232.00625000000002,17512.0,13.92,29.86,21.89
Normandie,2019,8,26,Monday,163.0,4.8875,284.0,215.2075,20565.0,14.2,29.34,21.77
Normandie,2019,8,27,Tuesday,367.0,4.85625,277.0,232.85875000000001,21186.0,15.44,31.48,23.46
Normandie,2019,8,28,Wednesday,278.0,4.8825,135.0,189.36875,21191.0,15.58,22.82,19.2
Normandie,2019,8,29,Thursday,445.0,4.855,279.0,221.19750000000002,21059.0,13.32,22.88,18.1
Normandie,2019,8,30,Friday,158.0,4.928749999999999,299.0,214.20374999999999,20914.0,8.68,26.22,17.45
Normandie,2019,8,31,Saturday,1401.0,5.0375,253.0,216.77125,18477.0,12.04,24.68,18.36
Normandie,2019,9,1,Sunday,858.0,5.8812500000000005,263.0,203.23250000000002,17758.0,12.3,20.94,16.62
Normandie,2019,9,2,Monday,454.0,6.71375,295.0,218.1825,20560.0,8.34,21.34,14.84
Normandie,2019,9,3,Tuesday,517.0,6.71375,229.0,179.56625,21191.0,9.34,21.7,15.52
Normandie,2019,9,4,Wednesday,2266.0,6.451250000000001,203.0,139.66750000000002,21093.0,9.12,20.54,14.83
Normandie,2019,9,5,Thursday,1194.0,6.543749999999999,166.0,181.9975,21507.0,11.0,17.72,14.36
Normandie,2019,9,6,Friday,1218.0,5.893750000000001,208.0,156.17749999999998,21653.0,5.54,19.5,12.52
Normandie,2019,9,7,Saturday,852.0,5.975,172.0,183.07874999999999,19300.0,11.92,18.64,15.28
Normandie,2019,9,8,Sunday,547.0,6.366249999999999,248.0,176.27374999999998,18493.0,8.02,17.76,12.89
Normandie,2019,9,9,Monday,603.0,6.121250000000001,122.0,114.97874999999999,22006.0,5.78,18.6,12.19
Normandie,2019,9,10,Tuesday,236.0,6.3950000000000005,269.0,180.69375000000002,22037.0,8.28,21.08,14.68
Normandie,2019,9,11,Wednesday,1536.0,6.07125,171.0,122.44125000000001,21799.0,10.26,21.44,15.85
Normandie,2019,9,12,Thursday,906.0,5.775,113.0,130.37,21695.0,16.16,22.04,19.1
Normandie,2019,9,13,Friday,519.0,5.79875,132.0,128.50375,21406.0,12.68,21.56,17.12
Normandie,2019,9,14,Saturday,685.0,5.57,257.0,203.44125000000003,18798.0,12.62,24.06,18.34
Normandie,2019,9,15,Sunday,141.0,5.90625,263.0,205.925,17849.0,9.58,25.1,17.34
Normandie,2019,9,16,Monday,271.0,6.21,203.0,166.68,21004.0,9.76,23.14,16.45
Normandie,2019,9,17,Tuesday,840.0,6.577500000000001,179.0,174.51375,21208.0,14.76,20.96,17.86
Normandie,2019,9,18,Wednesday,2089.0,6.83875,289.0,191.39624999999998,21122.0,9.42,19.26,14.34
Normandie,2019,9,19,Thursday,2069.0,7.086250000000001,293.0,193.95999999999998,21169.0,9.5,19.54,14.52
Normandie,2019,9,20,Friday,2414.0,7.202500000000001,297.0,200.28625,20778.0,8.54,22.74,15.64
Normandie,2019,9,21,Saturday,1827.0,7.498750000000001,276.0,189.12125,18705.0,11.16,27.72,19.44
Normandie,2019,9,22,Sunday,1827.0,7.9925,120.0,108.69375,17594.0,15.4,21.04,18.22
Normandie,2019,9,23,Monday,1941.0,8.42625,171.0,132.50875000000002,20835.0,11.3,20.4,15.85
Normandie,2019,9,24,Tuesday,2705.0,8.77625,120.0,106.42125,21441.0,14.56,19.86,17.21
Normandie,2019,9,25,Wednesday,2690.0,8.955,94.0,95.20625,21964.0,13.04,18.32,15.68
Normandie,2019,9,26,Thursday,2722.0,9.007500000000002,91.0,81.1975,21971.0,15.02,18.98,17.0
Normandie,2019,9,27,Friday,3262.0,9.2375,207.0,114.58500000000001,21459.0,12.74,19.56,16.15
Normandie,2019,9,28,Saturday,3487.0,9.408750000000001,177.0,117.415,19433.0,12.9,19.48,16.19
Normandie,2019,9,29,Sunday,5228.0,9.472499999999998,106.0,108.02125,18560.0,14.08,19.96,17.02
Normandie,2019,9,30,Monday,2004.0,9.413749999999999,158.0,115.66624999999999,22073.0,10.98,19.02,15.0
Normandie,2019,10,1,Tuesday,2995.0,8.733749999999999,126.0,100.33375,21970.0,14.28,19.22,16.75
Normandie,2019,10,2,Wednesday,1487.0,8.7125,197.0,138.715,22894.0,9.76,14.96,12.36
Normandie,2019,10,3,Thursday,1070.0,8.76375,182.0,118.42749999999998,24241.0,3.22,15.02,9.12
Normandie,2019,10,4,Friday,3398.0,8.60625,121.0,81.845,23237.0,10.92,16.36,13.64
Normandie,2019,10,5,Saturday,417.0,9.015,105.0,107.55,20682.0,12.16,17.48,14.82
Normandie,2019,10,6,Sunday,3264.0,8.532499999999999,212.0,121.2225,19220.0,12.36,17.18,14.77
Normandie,2019,10,7,Monday,1849.0,9.31875,112.0,57.98375,22992.0,10.06,16.28,13.17
Normandie,2019,10,8,Tuesday,1968.0,8.90125,108.0,60.73625,22970.0,11.96,16.66,14.31
Normandie,2019,10,9,Wednesday,3697.0,9.0325,188.0,87.81875,23477.0,9.74,15.54,12.64
Normandie,2019,10,10,Thursday,2348.0,9.097499999999998,226.0,89.73374999999999,23610.0,10.4,17.24,13.82
Normandie,2019,10,11,Friday,3374.0,8.69375,115.0,89.2425,22876.0,11.54,18.86,15.2
Normandie,2019,10,12,Saturday,2358.0,8.92125,158.0,100.45874999999998,20247.0,12.38,19.2,15.79
Normandie,2019,10,13,Sunday,2357.0,9.151250000000001,74.0,68.52374999999999,19272.0,12.96,20.18,16.57
Normandie,2019,10,14,Monday,1677.0,8.83625,93.0,61.13875,22446.0,11.88,20.82,16.35
Normandie,2019,10,15,Tuesday,1476.0,8.5825,144.0,101.61500000000001,23125.0,10.34,15.9,13.12
Normandie,2019,10,16,Wednesday,3442.0,8.515,48.0,53.771249999999995,23782.0,9.84,15.1,12.47
Normandie,2019,10,17,Thursday,1675.0,8.1925,147.0,75.1925,23955.0,8.76,16.78,12.77
Normandie,2019,10,18,Friday,4205.0,7.52125,210.0,103.8325,23506.0,9.32,15.82,12.57
Normandie,2019,10,19,Saturday,1474.0,7.2425,143.0,83.0875,21494.0,9.64,15.28,12.46
Normandie,2019,10,20,Sunday,934.0,6.46875,72.0,78.8575,21246.0,8.88,12.82,10.85
Normandie,2019,10,21,Monday,1163.0,6.689999999999999,123.0,79.15875000000001,25004.0,9.56,13.94,11.75
Normandie,2019,10,22,Tuesday,126.0,6.99,154.0,97.56125000000002,25783.0,6.02,13.86,9.94
Normandie,2019,10,23,Wednesday,867.0,7.085000000000001,116.0,82.43,25062.0,9.02,15.34,12.18
Normandie,2019,10,24,Thursday,1698.0,7.60375,77.0,63.52250000000001,24867.0,9.58,15.14,12.36
Normandie,2019,10,25,Friday,3099.0,7.497500000000001,83.0,81.8775,24664.0,9.18,17.36,13.27
Normandie,2019,10,26,Saturday,4360.0,7.3325000000000005,166.0,96.15875,21070.0,11.68,20.22,15.95
Normandie,2019,10,27,Sunday,893.0,7.511428571428572,58.0,74.42285714285715,19177.0,7.32,10.2,8.76
Normandie,2019,10,28,Monday,1468.0,7.61875,69.0,67.80375000000001,27205.0,5.68,10.82,8.25
Normandie,2019,10,29,Tuesday,1937.0,8.07125,47.0,71.62624999999998,28074.0,7.94,10.44,9.19
Normandie,2019,10,30,Wednesday,1141.0,8.450000000000001,50.0,72.05625,28461.0,7.68,10.0,8.84
Normandie,2019,10,31,Thursday,655.0,8.791249999999998,48.0,43.96625,27412.0,8.66,12.08,10.37
Normandie,2019,11,1,Friday,2663.0,10.328750000000001,56.0,43.6425,23198.0,10.22,17.24,13.73
Normandie,2019,11,2,Saturday,4801.0,9.59875,112.0,53.86625,22413.0,10.56,13.72,12.14
Normandie,2019,11,3,Sunday,2118.0,9.703750000000001,104.0,61.6875,22660.0,8.54,13.4,10.97
Normandie,2019,11,4,Monday,3075.0,8.686250000000001,134.0,70.45249999999999,25907.0,8.56,13.32,10.94
Normandie,2019,11,5,Tuesday,985.0,8.62,112.0,64.32249999999999,27469.0,6.52,12.38,9.45
Normandie,2019,11,6,Wednesday,704.0,8.267499999999998,61.0,50.13125,27572.0,7.58,11.64,9.61
Normandie,2019,11,7,Thursday,2468.0,8.365,157.0,64.75375,28145.0,5.78,10.58,8.18
Normandie,2019,11,8,Friday,514.0,8.26125,137.0,60.19499999999999,29449.0,3.1,9.92,6.51
Normandie,2019,11,9,Saturday,1396.0,8.09375,97.0,60.309999999999995,28008.0,1.38,8.94,5.16
Normandie,2019,11,10,Sunday,657.0,8.044999999999998,76.0,44.878750000000004,26755.0,4.82,8.38,6.6
Normandie,2019,11,11,Monday,2790.0,8.1075,85.0,55.309999999999995,26997.0,4.88,9.74,7.31
Normandie,2019,11,12,Tuesday,2567.0,7.47375,87.0,65.69625,30821.0,4.0,8.34,6.17
Normandie,2019,11,13,Wednesday,1894.0,7.3175,120.0,60.46,31181.0,3.72,9.72,6.72
Normandie,2019,11,14,Thursday,1770.0,7.285000000000001,149.0,59.607499999999995,32152.0,2.78,7.84,5.31
Normandie,2019,11,15,Friday,911.0,7.49875,32.0,42.53125,34157.0,0.68,5.78,3.23
Normandie,2019,11,16,Saturday,552.0,7.154999999999999,56.0,42.53625,30698.0,2.66,7.36,5.01
Normandie,2019,11,17,Sunday,198.0,7.37625,72.0,51.21375000000001,29254.0,2.88,7.74,5.31
Normandie,2019,11,18,Monday,1053.0,7.38125,57.0,44.56374999999999,32076.0,2.66,8.88,5.77
Normandie,2019,11,19,Tuesday,546.0,7.7225,131.0,49.71625,33038.0,1.0,8.04,4.52
Normandie,2019,11,20,Wednesday,1785.0,7.54625,142.0,50.54,34371.0,-0.52,6.52,3.0
Normandie,2019,11,21,Thursday,1761.0,7.7612499999999995,73.0,42.16874999999999,34840.0,0.68,7.66,4.17
Normandie,2019,11,22,Friday,3168.0,7.41375,103.0,44.372499999999995,31713.0,4.64,11.36,8.0
Normandie,2019,11,23,Saturday,1982.0,7.8825,25.0,33.876250000000006,27823.0,8.38,10.82,9.6
Normandie,2019,11,24,Sunday,832.0,8.065,79.0,44.19625,26524.0,5.74,9.66,7.7
Normandie,2019,11,25,Monday,2280.0,8.48625,38.0,29.83875,29347.0,7.3,11.48,9.39
Normandie,2019,11,26,Tuesday,3326.0,8.71,37.0,31.44,28741.0,9.26,13.16,11.21
